id,name,link,date_of_birth,height,weight,spike,block,age
518,Leonida Kasaya,/en/competition/teams/ken-kenya/players/leonida-kasaya?id=69024,10/10/1993,168,67,297,292,27
519,Sharon Chepchumba Kiprono,/en/competition/teams/ken-kenya/players/sharon-chepchumba-kiprono?id=69033,26/10/1998,183,82,293,281,22
520,Joy Lusenaka,/en/competition/teams/ken-kenya/players/joy-lusenaka?id=69142,25/02/1991,180,62,302,290,29
521,Janet Wanja,/en/competition/teams/ken-kenya/players/janet-wanja?id=69030,24/02/1984,175,59,299,287,36
522,Trizah Atuka,/en/competition/teams/ken-kenya/players/trizah-atuka?id=69023,14/04/1992,188,65,298,293,28
523,Elizabeth Wanyama,/en/competition/teams/ken-kenya/players/elizabeth-wanyama?id=69031,27/05/1987,174,68,270,260,33
524,Noel Murambi,/en/competition/teams/ken-kenya/players/noel-murambi?id=69035,29/01/1989,178,68,302,297,31
525,Celestine Nafula,/en/competition/teams/ken-kenya/players/celestine-nafula?id=69146,09/07/1996,150,52,255,200,24
526,Pamela Jepkirui,/en/competition/teams/ken-kenya/players/pamela-jepkirui?id=69145,08/02/1996,175,69,260,233,24
527,Naomie Too,/en/competition/teams/ken-kenya/players/naomie-too?id=69149,24/04/1992,184,75,293,290,28
528,Mercy Moim,/en/competition/teams/ken-kenya/players/mercy-moim?id=69026,01/01/1989,183,72,320,308,31
529,Lorine Chebet Kaei,/en/competition/teams/ken-kenya/players/lorine-chebet-kaei?id=69032,08/10/1999,179,69,285,270,21
530,Agripina Kundu,/en/competition/teams/ken-kenya/players/agripina-kundu?id=69025,24/04/1993,165,66,294,288,27
531,Gaudencia Makokha,/en/competition/teams/ken-kenya/players/gaudencia-makokha?id=69143,15/11/1992,187,68,280,270,28
532,Emmaculate Chemtai,/en/competition/teams/ken-kenya/players/emmaculate-chemtai?id=69036,14/10/1993,180,68,300,285,27
533,Edith Mukuvilani,/en/competition/teams/ken-kenya/players/edith-mukuvilani?id=69027,20/07/1994,184,72,298,292,26
534,Everlyne Makuto,/en/competition/teams/ken-kenya/players/everlyne-makuto?id=69144,25/08/1990,181,64,328,308,30
535,Nancy Mulonza,/en/competition/teams/ken-kenya/players/nancy-mulonza?id=69148,29/03/1983,175,68,280,287,37
536,Carolyne Sirengo,/en/competition/teams/ken-kenya/players/carolyne-sirengo?id=69147,04/11/1997,179,70,280,240,23
