id,name,date_of_birth,height,weight,spike,block,link
247,Yi Ping Lee,08/08/1989,177,70,291,286,Players.asp?Tourn=WGP2012&Team=TPE&No=116505
248,Wan Ju Liao,19/04/1984,175,68,290,275,Players.asp?Tourn=WGP2012&Team=TPE&No=112378
249,Wan Ting Chen,25/11/1990,178,67,290,280,Players.asp?Tourn=WGP2012&Team=TPE&No=116506
250,Wan Ching Chen,16/06/1988,167,56,289,282,Players.asp?Tourn=WGP2012&Team=TPE&No=122655
251,Meng Hua Yang,15/08/1991,170,68,270,262,Players.asp?Tourn=WGP2012&Team=TPE&No=122514
252,I Tzu Wen,31/10/1991,175,64,281,273,Players.asp?Tourn=WGP2012&Team=TPE&No=122519
253,Yin Feng Tsai,06/11/1984,181,75,291,280,Players.asp?Tourn=WGP2012&Team=TPE&No=113021
254,Pei Ling Yen,05/01/1986,174,65,270,268,Players.asp?Tourn=WGP2012&Team=TPE&No=113028
255,Gülden Kayalar Kuzubasioglu,05/12/1980,167,57,281,275,Players.asp?Tourn=WGP2012&Team=TUR&No=138771
256,Gizem Guresen,14/01/1987,178,70,250,270,Players.asp?Tourn=WGP2012&Team=TUR&No=138770
257,Nihan Yeldan Guneyligil,07/02/1982,170,60,280,276,Players.asp?Tourn=WGP2012&Team=TUR&No=138800
258,Ergul Avci,24/07/1987,190,75,300,285,Players.asp?Tourn=WGP2012&Team=TUR&No=115398
259,Polen Uslupehlivan,27/08/1990,193,65,320,310,Players.asp?Tourn=WGP2012&Team=TUR&No=138777
260,Ayse Gokcen Denkel Zop,02/08/1985,193,80,320,315,Players.asp?Tourn=WGP2012&Team=TUR&No=138805
261,Bahar Toksoy,06/02/1988,190,68,315,305,Players.asp?Tourn=WGP2012&Team=TUR&No=138783
262,Ozge Nur Yurtdagulen,06/08/1993,193,67,320,310,Players.asp?Tourn=WGP2012&Team=TUR&No=138778
263,Gozde Kirdar Sonsirma,26/06/1985,183,70,297,292,Players.asp?Tourn=WGP2012&Team=TUR&No=138772
264,Naz Aydemir,14/08/1990,186,68,304,300,Players.asp?Tourn=WGP2012&Team=TUR&No=115403
265,Esra Gümüs,02/10/1982,181,76,305,297,Players.asp?Tourn=WGP2012&Team=TUR&No=114013
266,Neriman Ozsoy,13/07/1988,188,76,312,300,Players.asp?Tourn=WGP2012&Team=TUR&No=138775
267,Eda Erdem Dündar,22/06/1987,188,74,307,297,Players.asp?Tourn=WGP2012&Team=TUR&No=138782
268,Meryem Calik,03/02/1988,194,63,315,305,Players.asp?Tourn=WGP2012&Team=TUR&No=124526
269,Nedime Elif Oner,10/02/1984,186,72,292,290,Players.asp?Tourn=WGP2012&Team=TUR&No=138804
270,Neslihan Darnel,09/12/1983,187,72,315,306,Players.asp?Tourn=WGP2012&Team=TUR&No=138781
271,Asuman Karakoyun,16/07/1990,180,72,293,289,Players.asp?Tourn=WGP2012&Team=TUR&No=119697
272,Seda Tokatlioglu,25/06/1986,192,80,312,304,Players.asp?Tourn=WGP2012&Team=TUR&No=115394
273,Büsra Kiliçli,16/07/1990,188,84,297,291,Players.asp?Tourn=WGP2012&Team=TUR&No=119685
274,Nilay Ozdemir,24/10/1985,179,67,286,280,Players.asp?Tourn=WGP2012&Team=TUR&No=138774
275,Yeliz Askan Basa,13/08/1987,187,75,308,302,Players.asp?Tourn=WGP2012&Team=TUR&No=138807
276,Selime Ilyasoglu,18/11/1988,183,68,310,300,Players.asp?Tourn=WGP2012&Team=TUR&No=138780
277,Gizem Orge,26/04/1993,170,59,270,260,Players.asp?Tourn=WGP2012&Team=TUR&No=138773
278,Ezgi Dagdelenler,03/11/1993,184,69,290,269,Players.asp?Tourn=WGP2012&Team=TUR&No=138808
279,Danielle Scott-Arruda,01/10/1972,188,84,325,302,Players.asp?Tourn=WGP2012&Team=USA&No=113366
280,Tayyiba Haneef-Park,23/03/1979,200,82,328,312,Players.asp?Tourn=WGP2012&Team=USA&No=113377
281,Lindsey Berg,16/07/1980,173,75,287,274,Players.asp?Tourn=WGP2012&Team=USA&No=117611
282,Stacy Sykora,24/06/1977,176,61,305,295,Players.asp?Tourn=WGP2012&Team=USA&No=113367
283,Nicole Davis,24/04/1982,167,73,284,266,Players.asp?Tourn=WGP2012&Team=USA&No=112581
284,Heather Bown,29/11/1978,188,90,301,290,Players.asp?Tourn=WGP2012&Team=USA&No=113369
285,Cynthia Barboza,07/02/1987,183,68,311,301,Players.asp?Tourn=WGP2012&Team=USA&No=112592
286,Jennifer Tamas,23/11/1982,191,82,315,301,Players.asp?Tourn=WGP2012&Team=USA&No=114061
287,Kimberly Glass,18/08/1984,190,75,314,299,Players.asp?Tourn=WGP2012&Team=USA&No=112584
288,Jordan Larson,16/10/1986,188,75,302,295,Players.asp?Tourn=WGP2012&Team=USA&No=114051
289,Nancy Metcalf,12/11/1978,186,73,314,292,Players.asp?Tourn=WGP2012&Team=USA&No=113376
290,Christa Harmotto Dietzen,12/10/1986,188,79,322,300,Players.asp?Tourn=WGP2012&Team=USA&No=115496
291,Nicole Fawcett,16/12/1986,191,82,310,291,Players.asp?Tourn=WGP2012&Team=USA&No=114059
292,Logan Tom,25/05/1981,186,80,306,297,Players.asp?Tourn=WGP2012&Team=USA&No=113373
293,Foluke Akinradewo,05/10/1987,191,79,331,300,Players.asp?Tourn=WGP2012&Team=USA&No=115495
294,Carli Lloyd,06/08/1989,180,75,313,295,Players.asp?Tourn=WGP2012&Team=USA&No=137394
295,Megan Easy,15/10/1988,191,80,320,297,Players.asp?Tourn=WGP2012&Team=USA&No=115857
296,Destinee Hooker,07/09/1987,193,73,320,304,Players.asp?Tourn=WGP2012&Team=USA&No=132049
297,Alexandra Klineman,30/12/1989,194,73,322,299,Players.asp?Tourn=WGP2012&Team=USA&No=115846
298,Tamari Miyashiro,08/07/1987,170,70,284,266,Players.asp?Tourn=WGP2012&Team=USA&No=132048
299,Courtney Thompson,04/11/1984,170,66,276,263,Players.asp?Tourn=WGP2012&Team=USA&No=119055
300,Mary Spicer,03/07/1987,175,65,292,280,Players.asp?Tourn=WGP2012&Team=USA&No=115500
301,Kristin Lynn Hildebrand,30/06/1985,185,68,300,284,Players.asp?Tourn=WGP2012&Team=USA&No=112580
302,Lauren Gibbemeyer,08/09/1988,187,71,307,293,Players.asp?Tourn=WGP2012&Team=USA&No=119170
