competition_name,competition_year,team,name,date_of_birth,curr_age,height,weight,spike,block,player_page,player_image,nationality,position,short_position
U20 World Championships,2019,http:///,Claudia Basilia Tarin Alarcon,2003-01-26,18,189,76,315,308,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/claudia_basilia_tarin_alarcon?id=73411,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83791&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Wing spiker,OH
U20 World Championships,2019,http:///,Ailama Cese Montalvo,2000-01-29,21,188,58,322,308,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ailama_cese_montalvo?id=73397,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83769&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Wing spiker,OH
U20 World Championships,2019,http:///,Yamisleydis Viltres Pacheco,2001-01-26,20,189,73,247,244,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/yamisleydis_viltres_pacheco?id=73413,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83777&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Middle blocker,MB
U20 World Championships,2019,http:///,Amelia Morozo Moises,2002-01-07,19,186,67,246,244,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/amelia_morozo_moises?id=73408,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83774&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Middle blocker,MB
U20 World Championships,2019,http:///,Thainalien Castillo Leyva,2003-01-17,18,179,67,230,227,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/thainalien_castillo_leyva?id=73396,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83779&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Wing spiker,OH
U20 World Championships,2019,http:///,Daima Del Rió Preval,2000-01-09,21,180,77,236,234,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/daima_del_ri%C3%B3_preval?id=73399,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83778&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Middle blocker,MB
U20 World Championships,2019,http:///,Thalia Moreno Reyesc,2002-01-10,19,189,76,315,308,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/thalia_moreno_reyes?id=73407,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83772&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Setter,S
U20 World Championships,2019,http:///,Ivy May Vila Wittingham,2001-01-22,20,181,78,235,232,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ivy_may_vila_wittingham?id=73412,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83775&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Wing spiker,OH
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Güldeniz Önal,1986-01-25,35,183,75,302,293,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/g%C3%BCldeniz-%C3%B6nal?id=70037,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Meliha Ismailoglu,1993-01-17,28,188,73,303,291,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/meliha-ismailoglu?id=70038,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Tijan Boškovic,1997-01-08,24,193,82,315,300,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/tijana-bo%C5%A1kovic?id=70039,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Beyza Arici,1995-01-27,26,193,83,303,294,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/beyza-arici?id=70040,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Simge Sebnem Akoz,1991-01-23,30,168,56,250,245,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/simge-sebnem-akoz?id=70041,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Lauren Gibbemeyer,1988-01-08,33,187,71,307,293,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/lauren-gibbemeyer?id=70042,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Gamze Alikaya,1993-01-01,28,179,62,295,290,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/gamze-alikaya?id=70043,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Büsra Kiliçli,1990-01-16,31,188,84,297,291,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/b%C3%BCsra-kili%C3%A7li?id=70044,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Jordan Larson C,1986-01-16,35,188,75,302,295,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/jordan-larson?id=70045,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Ezgi Dilik,1995-01-12,26,177,72,288,280,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/ezgi-dilik?id=70046,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Gözde Yilmaz,1991-01-09,30,194,79,316,306,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/g%C3%B6zde-yilmaz?id=70047,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Merve Atlier,2000-01-31,21,191,75,310,296,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/merve-atlier?id=70048,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Dilara Bagci,1994-01-02,27,166,63,280,274,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/dilara-bagci?id=70049,,,,
Club World Championships,2018,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=79677&height=865&stretch=uniform&type=Press&width=2000,Yeon Koung Kim,1988-01-26,33,192,73,310,300,http://clubworldchampionships.2018.women.fivb.com/en/teams/ecz-eczacibasi%20vitra%20istanbul%20tur/players/yeon-koung-kim?id=70050,,,,
Club Word Championships,2018,,Mara Ferreira Leao,1991-01-26,30,190,84,320,301,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/mara-ferreira-leao?id=70304,,,,
Club Word Championships,2018,,Caroline De Oliveira Saad Gattaz,1981-01-27,40,192,78,315,299,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/caroline-de-oliveira-saad-gattaz?id=70260,,,,
Club Word Championships,2018,,Macris Fernanda Silva Carneiro,1989-01-03,32,178,64,292,275,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/macris-fernanda-silva-carneiro?id=70261,,,,
Club Word Championships,2018,,Maria Cecilia De Paula,1999-01-11,22,180,74,297,280,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/maria-cecilia-de-paula?id=70264,,,,
Club Word Championships,2018,,Lana Sliva Conceição,1996-01-08,25,178,74,305,288,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/lana-sliva-concei%C3%A7%C3%A3o?id=70262,,,,
Club Word Championships,2018,,Maria Luisa Silva Ramos De Oliveira,1992-01-12,29,182,73,306,286,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/maria-luisa-silva-ramos-de-oliveira?id=70269,,,,
Club Word Championships,2018,,Bruna Honorio Marques,1989-01-03,32,181,79,310,292,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/bruna-honorio-marques?id=70267,,,,
Club Word Championships,2018,,Gabriela Braga Guimaraes,1994-01-19,27,180,65,305,289,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/gabriela-braga-guimaraes?id=70258,,,,
Club Word Championships,2018,,Natalia Pereira,1989-01-04,32,186,83,311,295,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/natalia-pereira?id=70209,,,,
Club Word Championships,2018,,Georgia Zanluca Cattani,1997-01-09,24,160,64,290,272,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/georgia-zanluca-cattani?id=70270,,,,
Club Word Championships,2018,,Monique Helena Gervasio De Jesus,2001-01-27,20,182,73,298,292,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/monique-helena-gervasio-de-jesus?id=70265,,,,
Club Word Championships,2018,,Mayany Cristina Araujo De Souza,1996-01-24,25,185,72,293,282,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/mayany-cristina-araujo-de-souza?id=70305,,,,
Club Word Championships,2018,,Leia Henrique Da Silva Nicolosi,1985-01-01,36,160,60,275,269,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/leia-henrique-da-silva-nicolosi?id=70266,,,,
Club Word Championships,2018,,Bruna Rocha Costa,1995-01-30,26,170,70,282,267,http://clubworldchampionships.2018.women.fivb.com/en/teams/min-minas%20tnis%20clube%20bra/players/bruna-rocha-costa?id=70325,,,,
Club World Championships,2019,,Walewska Oliveirac,283997400000,42,190,73,290,4,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/walewska_oliveira?id=78972,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89215&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Middle blocker,
Club World Championships,2019,,Brayelin Elizabeth Martinez,821318940000,25,201,83,320,31,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/brayelin_elizabeth_martinez?id=78973,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89223&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Wing spiker,
Club World Championships,2019,,Claudia Bueno Da Silva,538186140000,34,181,80,266,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/claudia_bueno_da_silva?id=78975,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89224&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Setter,
Club World Championships,2019,,Priscila Zalewski Daroit Moreira,568771680000,33,182,74,280,7,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/priscila_zalewski_daroit_moreira?id=78977,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89221&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Wing spiker,
Club World Championships,2019,,Angelica Malinverno,599962020000,32,189,78,290,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/angelica_malinverno?id=78976,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89220&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Middle blocker,
Club World Championships,2019,,Michelle Marinho Pavao,507514200000,35,178,62,283,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/michelle_marinho_pavao?id=78966,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89219&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Wing spiker,
Club World Championships,2019,,Nicole Fawcett,506218320000,35,191,82,291,13,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/nicole_fawcett?id=78967,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89217&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Opposite spiker,
Club World Championships,2019,,Lais Vasques,821404920000,25,171,70,274,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/lais_vasques?id=78968,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89225&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Libero,
Club World Championships,2019,,Francynne Jacintho,695520420000,29,190,66,243,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/francynne_jacintho?id=78969,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89222&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Middle blocker,
Club World Championships,2019,,Ananda Cristina Marinho,599702700000,32,177,74,240,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/ananda_cristina_marinho?id=78971,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89228&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Setter,
Club World Championships,2019,,Ana Carolina Da Silva,663293040000,30,183,73,290,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/ana_carolina_da_silva?id=78970,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89227&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Middle blocker,
Club World Championships,2019,,Fernanda Rodrigues,505699500000,35,179,74,288,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/fernanda_rodrigues?id=78964,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89216&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Wing spiker,
Club World Championships,2019,,Suelen Pinto,536717400000,34,166,81,238,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/suelen_pinto?id=78965,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89218&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Libero,
Club World Championships,2019,,Monique Marinho Pavao,507514200000,35,178,67,285,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/dpc-dentil%20praia%20clube%20bra/players/monique_marinho_pavao?id=78974,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89226&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Opposite spiker,
Club World Championships,2019,,Peiyan Chen,916445340000,22,193,79,309,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/peiyan_chen?id=79107,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89435&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Opposite spiker,
Club World Championships,2019,,Yao Lic,790819800000,26,186,75,300,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/yao_li?id=79109,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89433&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Wing spiker,
Club World Championships,2019,,Li Lin,694570020000,29,171,65,294,24,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/li_lin?id=79110,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89428&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Libero,
Club World Championships,2019,,Dobriana Rabadzhieva,663811560000,30,190,77,285,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/dobriana_rabadzhieva?id=79108,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89427&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Wing spiker,
Club World Championships,2019,,Jiarui Yu,853978200000,24,180,74,290,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/jiarui_yu?id=79111,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89437&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Setter,
Club World Championships,2019,,Xiaoting Xu,885340860000,23,183,72,300,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/xiaoting_xu?id=79112,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89436&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Setter,
Club World Championships,2019,,Qingqing Du,821923920000,25,189,72,300,0,https://en.volleyballworld.com/en/volleyball/clubworldchampionships/women/2019/teams/gev-guangdong%20evergrande%20volleyball%20club%20chn/players/qingqing_du?id=79125,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=89431&Type=Press&height=2000&stretch=uniformtofill&width=300,None,Opposite spiker,
