competition_name,competition_year,team,name,date_of_birth,curr_age,height,weight,spike,block,player_page,player_image,nationality,position,short_position
World Grand Prix,2013,,Lisa Izquierdo,1994-01-29,27,178,73,309,294,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=GER&No=136676,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249315,GER,Wing spiker,OH
World Grand Prix,2013,,Indre Sorokaite,1988-01-02,33,183,83,314,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=141237,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201259882,ITA,,
World Grand Prix,2013,,Cristina Barcellini,1986-01-20,35,183,78,307,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=124171,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244751,ITA,Wing spiker,OH
World Grand Prix,2013,,Immacolata Sirressi,1990-01-19,31,175,62,290,220,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=118763,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244775,ITA,Libero,L
World Grand Prix,2013,,Letizia Camera,1992-01-01,29,175,62,285,270,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=123738,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244755,ITA,Setter,
World Grand Prix,2013,,Enrica Merlo,1988-01-28,33,170,60,281,262,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=119188,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245726,ITA,Libero,L
World Grand Prix,2013,,Monica De Gennaro,1987-01-08,34,174,67,280,260,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=115478,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244768,ITA,Libero,L
World Grand Prix,2013,,Martina Guiggi,1984-01-01,37,187,80,317,240,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=112516,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244773,ITA,Middle blocker,MB
World Grand Prix,2013,,Noemi Signorile,1990-01-15,31,183,72,294,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=132039,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244774,ITA,Setter,
World Grand Prix,2013,,Caterina Chiara Bosetti,1994-01-02,27,179,62,310,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=123744,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244753,ITA,Wing spiker,OH
World Grand Prix,2013,,Cristina Chirichella,1994-01-10,27,191,79,322,304,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=136690,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244756,ITA,Middle blocker,MB
World Grand Prix,2013,,Chiara Di Iulio,1985-01-05,36,184,65,291,278,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=112734,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244769,ITA,Wing spiker,OH
World Grand Prix,2013,,Valentina Zago,1990-01-21,31,186,77,305,284,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=118768,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244778,ITA,,
World Grand Prix,2013,,Valentina Arrighetti,1985-01-26,36,185,72,318,310,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=112728,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244750,ITA,Middle blocker,MB
World Grand Prix,2013,,Valeria Caracuta,1987-01-14,34,173,65,285,274,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=141714,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244777,ITA,,
World Grand Prix,2013,,Floriana Bertone,1992-01-19,29,202,80,316,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=123737,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=,ITA,,
World Grand Prix,2013,,Lucia Bosetti,1989-01-09,32,178,63,310,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=115816,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244754,ITA,Wing spiker,OH
World Grand Prix,2013,,Valentina Fatou Diouf,1993-01-10,28,0,0,330,261,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=170406,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=,ITA,,
World Grand Prix,2013,,Carolina Del Pilar Costagrande,1980-01-15,41,187,90,320,310,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=133728,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244757,ITA,,
World Grand Prix,2013,,Raphaela Folie,1991-01-07,30,187,73,324,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=135582,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244771,ITA,Middle blocker,MB
World Grand Prix,2013,,Alessia Gennari,1991-01-03,30,184,74,310,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=118764,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244772,ITA,Wing spiker,OH
World Grand Prix,2013,,Valentina Fiorin,1984-01-09,37,184,82,320,310,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=138093,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245728,ITA,,
World Grand Prix,2013,,Valentina Tirozzi,1986-01-26,35,181,69,304,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=ITA&No=115476,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=,ITA,Wing spiker,OH
World Grand Prix,2013,,Miyu Nagaoka,1991-01-25,30,179,64,308,303,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=119385,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245780,JAP,,
World Grand Prix,2013,,Arisa Sato,1989-01-18,32,166,53,275,266,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=143379,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245781,JAP,Libero,L
World Grand Prix,2013,,Saori Kimura,1986-01-19,35,185,65,304,293,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=114038,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245782,JAP,Wing spiker,OH
World Grand Prix,2013,,Kanako Hirai,1984-01-15,37,183,69,309,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=138789,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245783,JAP,Middle blocker,MB
World Grand Prix,2013,,Naoko Hashimoto,1984-01-11,37,172,65,288,268,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=112715,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245784,JAP,,
World Grand Prix,2013,,Haruka Miyashita,1994-01-01,27,177,61,298,272,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=132100,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245785,JAP,Setter,
World Grand Prix,2013,,Mami Yoshida,1986-01-05,35,158,57,272,260,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=141954,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245786,JAP,Libero,L
World Grand Prix,2013,,Kotoki Zayasu,1990-01-11,31,159,57,270,255,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=135413,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245787,JAP,Universal,U
World Grand Prix,2013,,Mizuho Ishida,1988-01-22,33,174,65,301,286,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=119191,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245788,JAP,Wing spiker,OH
World Grand Prix,2013,,Nana Iwasaka,1990-01-03,31,187,76,298,293,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=135410,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245789,JAP,Middle blocker,MB
World Grand Prix,2013,,Makoto Matsuura,1986-01-09,35,173,69,282,265,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=135409,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245790,JAP,Setter,
World Grand Prix,2013,,Yuki Ishii,1991-01-08,30,180,67,305,287,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=135416,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245791,JAP,Wing spiker,OH
World Grand Prix,2013,,Risa Shinnabe,1990-01-11,31,175,64,293,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=135411,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245792,JAP,Wing spiker,OH
World Grand Prix,2013,,Yukiko Ebata,1989-01-07,32,176,67,305,298,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=132056,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245793,JAP,Wing spiker,OH
World Grand Prix,2013,,Haruyo Shimamura,1992-01-04,29,182,78,297,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=141953,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245799,JAP,Middle blocker,MB
World Grand Prix,2013,,Saori Sakoda,1987-01-18,34,175,63,305,279,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=132053,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245800,JAP,Wing spiker,OH
World Grand Prix,2013,,Akari Oumi,1989-01-10,32,171,64,297,276,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=141955,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245801,JAP,Wing spiker,OH
World Grand Prix,2013,,Saori Takahashi,1992-01-09,29,177,66,307,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=142154,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245802,JAP,Wing spiker,OH
World Grand Prix,2013,,Riho Otake,1993-01-23,28,182,68,306,296,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=133107,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245803,JAP,Middle blocker,MB
World Grand Prix,2013,,Aimi Kawashima,1990-01-15,31,182,67,298,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=143378,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245804,JAP,Middle blocker,MB
World Grand Prix,2013,,Kanami Tashiro,1991-01-25,30,173,68,289,273,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=143376,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245812,JAP,Setter,
World Grand Prix,2013,,Fumika Moriya,1992-01-07,29,180,75,302,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=JPN&No=135454,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245813,JAP,Middle blocker,MB
World Grand Prix,2013,,Tatyana Mudritskaya,1985-01-17,36,195,77,310,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=138017,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244508,KAZ,,
World Grand Prix,2013,,Lyudmila Issayeva,1989-01-26,32,184,70,295,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=143351,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244509,KAZ,Middle blocker,MB
World Grand Prix,2013,,Sana Anarkulova,1989-01-21,32,188,77,300,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=120296,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244510,KAZ,Wing spiker,OH
World Grand Prix,2013,,Lyudmila Anarbayeva,1983-01-12,38,192,72,305,299,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=115914,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244511,KAZ,Middle blocker,MB
World Grand Prix,2013,,Olga Danchenko,1982-01-28,39,190,75,305,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=115906,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244512,KAZ,Middle blocker,MB
World Grand Prix,2013,,Natalya Akilova,1993-01-31,28,183,62,295,275,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=133093,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246950,KAZ,Setter,
World Grand Prix,2013,,Alena Ivanova,1989-01-19,32,195,78,310,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=123607,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244514,KAZ,Middle blocker,MB
World Grand Prix,2013,,Korinna Ishimtseva,1984-01-08,37,187,69,300,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=115908,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244515,KAZ,Setter,
World Grand Prix,2013,,Irina Lukomskaya,1991-01-19,30,176,66,280,270,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=133662,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244516,KAZ,Setter,
World Grand Prix,2013,,Irina Kenzhebaeva,1992-01-20,29,180,73,290,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=133089,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244517,KAZ,Wing spiker,OH
World Grand Prix,2013,,Marina Storozhenko,1985-01-06,36,175,57,290,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=123710,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244518,KAZ,Libero,L
World Grand Prix,2013,,Yekaterina Zhdanova,1992-01-28,29,183,65,280,270,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=133090,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246957,KAZ,,
World Grand Prix,2013,,Yana Yagodina,1993-01-24,28,182,69,300,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=133491,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246958,KAZ,Wing spiker,OH
World Grand Prix,2013,,Alessya Safronova,1986-01-10,35,192,70,290,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=123555,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244519,KAZ,Middle blocker,MB
World Grand Prix,2013,,Anastassiya Rostovchshikova,1994-01-17,27,180,64,280,260,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=143390,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246959,KAZ,Wing spiker,OH
World Grand Prix,2013,,Inna Matveyeva,1978-01-12,43,186,70,303,294,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=115915,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244520,KAZ,Wing spiker,OH
World Grand Prix,2013,,Yekaterina Razorenkova,1993-01-03,28,185,69,283,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=135476,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247066,KAZ,Wing spiker,OH
World Grand Prix,2013,,Yelena Gordeyeva,1988-01-23,33,178,72,280,275,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=125461,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244521,KAZ,Wing spiker,OH
World Grand Prix,2013,,Zarina Sitkazinova,1993-01-20,28,182,70,295,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=133092,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247067,KAZ,Wing spiker,OH
World Grand Prix,2013,,Tatyana Fendrikova,1990-01-23,31,169,55,280,275,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=KAZ&No=143348,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201244522,KAZ,Libero,L
World Grand Prix,2013,,Kim Staelens,1982-01-07,39,182,78,305,301,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=113634,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245111,NED,Setter,
World Grand Prix,2013,,Femke Stoltenborg,1991-01-30,30,189,81,303,299,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=124076,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249841,NED,Setter,
World Grand Prix,2013,,Yvon Belien,1993-01-28,28,188,73,307,303,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=141273,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249842,NED,Middle blocker,MB
World Grand Prix,2013,,Celeste Plak,1995-01-26,26,190,87,314,302,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=142880,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249875,NED,Wing spiker,OH
World Grand Prix,2013,,Robin De Kruijf,1991-01-05,30,192,81,313,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=120504,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249876,NED,Middle blocker,MB
World Grand Prix,2013,,Maret Grothues,1988-01-16,33,180,68,304,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=120501,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249877,NED,Wing spiker,OH
World Grand Prix,2013,,Quinta Steenbergen,1985-01-02,36,189,75,309,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=120500,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249878,NED,Middle blocker,MB
World Grand Prix,2013,,Judith Pietersen,1989-01-03,32,188,73,306,296,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=119044,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249879,NED,,
World Grand Prix,2013,,Lonneke SlÃÂ¶etjes,1990-01-15,31,191,76,322,315,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=120498,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249881,NED,,
World Grand Prix,2013,,Anne Buijs,1991-01-02,30,191,73,317,299,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=120503,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249882,NED,Wing spiker,OH
World Grand Prix,2013,,Manon Nummerdor-Flier,1984-01-08,37,192,71,315,301,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=113642,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245112,NED,,
World Grand Prix,2013,,Flore Gravesteijn,1987-01-26,34,189,68,303,291,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=123469,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249883,NED,Wing spiker,OH
World Grand Prix,2013,,Laura Dijkema,1990-01-18,31,184,70,293,279,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=124070,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249884,NED,Setter,
World Grand Prix,2013,,Kim Renkema,1987-01-28,34,179,67,295,282,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=116959,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249885,NED,Wing spiker,OH
World Grand Prix,2013,,Moniek Jansen,1992-01-26,29,192,86,298,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=142881,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249886,NED,,
World Grand Prix,2013,,Lynn Thijssen,1992-01-22,29,187,73,298,284,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=124082,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249887,NED,,
World Grand Prix,2013,,Kirsten Knip,1992-01-14,29,175,70,281,275,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=124071,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249888,NED,Libero,L
World Grand Prix,2013,,Quirine Oosterveld,1990-01-05,31,181,70,296,288,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=124073,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249889,NED,Libero,L
World Grand Prix,2013,,Esther Van Berkel,1990-01-31,31,176,68,301,287,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=124066,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245117,NED,Wing spiker,OH
World Grand Prix,2013,,Inge Molendijk,1992-01-09,29,186,76,287,284,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=142896,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245110,NED,Setter,
World Grand Prix,2013,,Klaske Sikkes,1993-01-07,28,188,74,299,286,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=NED&No=143212,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245149,NED,,
World Grand Prix,2013,,Anna Grejman,1993-01-08,28,183,67,302,283,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=135787,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249958,POL,Wing spiker,OH
World Grand Prix,2013,,Maja Tokarska,1991-01-22,30,193,72,317,293,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=118590,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249927,POL,Middle blocker,MB
World Grand Prix,2013,,Karolina Rozycka,1985-01-28,36,183,68,305,284,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=132060,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249928,POL,Universal,U
