id,name,date_of_birth,height,weight,spike,block,link
250,Tanaporn, P.Tanaporn,04/02/1994,173,68,276,Players.asp?Tourn=WGP2012&Team=THA&No=136709
251,Kaewkalaya, K.Kaewkalaya,07/08/1994,178,72,279,Players.asp?Tourn=WGP2012&Team=THA&No=136682
252,Chutikarn, P.Chutikarn,06/05/1994,173,56,274,Players.asp?Tourn=WGP2012&Team=THA&No=136710
253,Yupa, S.Yupa,14/08/1991,160,60,280,Players.asp?Tourn=WGP2012&Team=THA&No=124271
254,Em-orn, P.Em-orn,25/03/1988,179,70,302,Players.asp?Tourn=WGP2012&Team=THA&No=119012
255,Yen Min, Teng Y.M.,09/02/1984,172,65,293,Players.asp?Tourn=WGP2012&Team=TPE&No=122657
256,Yi Hsuan, Lee Y.H.,02/08/1992,164,59,286,Players.asp?Tourn=WGP2012&Team=TPE&No=138693
257,Ko Jou, Wu K.J.,17/11/1985,175,75,285,Players.asp?Tourn=WGP2012&Team=TPE&No=113025
258,Sin Ting, Wang S.T.,17/10/1992,176,61,278,Players.asp?Tourn=WGP2012&Team=TPE&No=122521
259,Yi Ping, Lee Y.P.,08/08/1989,177,70,291,Players.asp?Tourn=WGP2012&Team=TPE&No=116505
260,Wan Ju, Liao W.J.,19/04/1984,175,68,290,Players.asp?Tourn=WGP2012&Team=TPE&No=112378
261,Wan Ting, Chen W.T.,25/11/1990,178,67,290,Players.asp?Tourn=WGP2012&Team=TPE&No=116506
262,Wan Ching, Chen W.C.,16/06/1988,167,56,289,Players.asp?Tourn=WGP2012&Team=TPE&No=122655
263,Meng Hua, Yang M.H.,15/08/1991,170,68,270,Players.asp?Tourn=WGP2012&Team=TPE&No=122514
264,I Tzu, Wen I.T.,31/10/1991,175,64,281,Players.asp?Tourn=WGP2012&Team=TPE&No=122519
265,Yin Feng, Tsai Y.F.,06/11/1984,181,75,291,Players.asp?Tourn=WGP2012&Team=TPE&No=113021
266,Pei Ling, Yen  P.L.,05/01/1986,174,65,270,Players.asp?Tourn=WGP2012&Team=TPE&No=113028
267,Güldeniz, Güldeniz,25/03/1986,183,75,296,Players.asp?Tourn=WGP2012&Team=TUR&No=115402
268,Gülden, Gülden,05/12/1980,167,57,281,Players.asp?Tourn=WGP2012&Team=TUR&No=138771
269,Gizem, Guresen,14/01/1987,178,70,250,Players.asp?Tourn=WGP2012&Team=TUR&No=138770
270,Nihan, Yeldan Guneyligil,07/02/1982,170,60,280,Players.asp?Tourn=WGP2012&Team=TUR&No=138800
271,Ergul, Ergül,24/07/1987,190,75,300,Players.asp?Tourn=WGP2012&Team=TUR&No=115398
272,Polen, Uslupehlivan,27/08/1990,193,65,320,Players.asp?Tourn=WGP2012&Team=TUR&No=138777
273,Ayse Gokcen, Denkel Zop,02/08/1985,193,80,320,Players.asp?Tourn=WGP2012&Team=TUR&No=138805
274,Bahar, Toksoy,06/02/1988,190,68,315,Players.asp?Tourn=WGP2012&Team=TUR&No=138783
275,Ozge Nur, Yurtdagülen,06/08/1993,193,67,320,Players.asp?Tourn=WGP2012&Team=TUR&No=138778
276,Gozde, Sonsirma,26/06/1985,183,70,297,Players.asp?Tourn=WGP2012&Team=TUR&No=138772
277,Naz, Aydemir,14/08/1990,186,68,304,Players.asp?Tourn=WGP2012&Team=TUR&No=115403
278,Esra, Gümüs,02/10/1982,181,76,305,Players.asp?Tourn=WGP2012&Team=TUR&No=114013
279,Neriman, Özsoy,13/07/1988,188,76,312,Players.asp?Tourn=WGP2012&Team=TUR&No=138775
280,Eda, Erdem,22/06/1987,188,74,307,Players.asp?Tourn=WGP2012&Team=TUR&No=138782
281,Meryem, Calik,03/02/1988,194,63,315,Players.asp?Tourn=WGP2012&Team=TUR&No=124526
282,Nedime Elif, Oner,10/02/1984,186,72,292,Players.asp?Tourn=WGP2012&Team=TUR&No=138804
283,Neslihan, Darnel,09/12/1983,187,72,315,Players.asp?Tourn=WGP2012&Team=TUR&No=138781
284,Asuman, Karakoyun,16/07/1990,180,72,293,Players.asp?Tourn=WGP2012&Team=TUR&No=119697
285,Seda, Tokatlioglu,25/06/1986,192,80,312,Players.asp?Tourn=WGP2012&Team=TUR&No=115394
286,Büsra, Büsra,16/07/1990,188,84,297,Players.asp?Tourn=WGP2012&Team=TUR&No=119685
287,Nilay, Nilay,24/10/1985,179,67,286,Players.asp?Tourn=WGP2012&Team=TUR&No=138774
288,Yeliz, Basa,13/08/1987,187,75,308,Players.asp?Tourn=WGP2012&Team=TUR&No=138807
289,Selime, Ilyasoglu,18/11/1988,183,68,310,Players.asp?Tourn=WGP2012&Team=TUR&No=138780
290,Gizem, Gizem,26/04/1993,170,59,270,Players.asp?Tourn=WGP2012&Team=TUR&No=138773
291,Ezgi, Dagdelenler,03/11/1993,184,69,290,Players.asp?Tourn=WGP2012&Team=TUR&No=138808
292,Alisha, Glass,05/04/1988,184,72,305,Players.asp?Tourn=WGP2012&Team=USA&No=132576
293,Danielle, Scott,01/10/1972,188,84,325,Players.asp?Tourn=WGP2012&Team=USA&No=113366
294,Tayyiba, Haneef-Park,23/03/1979,200,82,328,Players.asp?Tourn=WGP2012&Team=USA&No=113377
295,Lindsey, Berg,16/07/1980,173,75,287,Players.asp?Tourn=WGP2012&Team=USA&No=117611
296,Stacy, Sykora,24/06/1977,176,61,305,Players.asp?Tourn=WGP2012&Team=USA&No=113367
297,Nicole, Davis,24/04/1982,167,73,284,Players.asp?Tourn=WGP2012&Team=USA&No=112581
298,Heather, Bown,29/11/1978,188,90,301,Players.asp?Tourn=WGP2012&Team=USA&No=113369
299,Cynthia, Barboza,07/02/1987,183,68,311,Players.asp?Tourn=WGP2012&Team=USA&No=112592
300,Jennifer, Tamas,23/11/1982,191,82,315,Players.asp?Tourn=WGP2012&Team=USA&No=114061
301,Kimberly, K. Glass,18/08/1984,190,75,314,Players.asp?Tourn=WGP2012&Team=USA&No=112584
302,Jordan, Larson,16/10/1986,188,75,302,Players.asp?Tourn=WGP2012&Team=USA&No=114051
303,Nancy, Metcalf,12/11/1978,186,73,314,Players.asp?Tourn=WGP2012&Team=USA&No=113376
304,Christa Harmotto, Dietzen,12/10/1986,188,79,322,Players.asp?Tourn=WGP2012&Team=USA&No=115496
305,Nicole, Fawcett,16/12/1986,191,82,310,Players.asp?Tourn=WGP2012&Team=USA&No=114059
306,Logan, Tom,25/05/1981,186,80,306,Players.asp?Tourn=WGP2012&Team=USA&No=113373
307,Foluke, Akinradewo,05/10/1987,191,79,331,Players.asp?Tourn=WGP2012&Team=USA&No=115495
308,Carli, Lloyd,06/08/1989,180,75,313,Players.asp?Tourn=WGP2012&Team=USA&No=137394
309,Megan, Easy,15/10/1988,191,80,320,Players.asp?Tourn=WGP2012&Team=USA&No=115857
310,Destinee, Hooker,07/09/1987,193,73,320,Players.asp?Tourn=WGP2012&Team=USA&No=132049
311,Alexandra, Alix,30/12/1989,194,73,322,Players.asp?Tourn=WGP2012&Team=USA&No=115846
312,Tamari, Miyashiro,08/07/1987,170,70,284,Players.asp?Tourn=WGP2012&Team=USA&No=132048
313,Courtney, Thompson,04/11/1984,170,66,276,Players.asp?Tourn=WGP2012&Team=USA&No=119055
314,Mary, Spicer,03/07/1987,175,65,292,Players.asp?Tourn=WGP2012&Team=USA&No=115500
315,Kristin Lynn, Hildebrand,30/06/1985,185,68,300,Players.asp?Tourn=WGP2012&Team=USA&No=112580
316,Lauren, Gibbemeyer,08/09/1988,187,71,307,Players.asp?Tourn=WGP2012&Team=USA&No=119170
